track	indicator	file	line	preliminary_risk	reason	recommended_next_action
Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	713	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	714	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	715	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	717	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	753	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	758	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	760	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	766	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	776	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	777	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	857	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	backups/visual-trust-layer/phase-2-2/vvip-visual-trust-layer.before-readable-lock.20260709-184736.css	7	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	664	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	709	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	714	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	715	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	716	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	718	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	754	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	759	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	761	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	767	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	777	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	778	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	1015	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	docs/PROFILE_RESILIENCE_SHELL_CLOSURE.md	51	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/PROFILE_RESILIENCE_SHELL_CLOSURE.md	76	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_CLERK_PROFILE_TABLE_LOG.md	46	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_CLERK_RLS_APPLY_LOG.md	39	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	7	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	9	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	22	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	90	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	129	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	130	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	131	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	132	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	175	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	176	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	177	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	178	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	179	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	180	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	181	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	182	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	183	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP.md	189	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP_REVIEW.md	21	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP_REVIEW.md	23	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP_REVIEW.md	26	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP_REVIEW.md	29	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FINAL_FRONTEND_SAFETY_SWEEP_REVIEW.md	37	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_FRONTEND_SAFE_BASELINE.md	66	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_MEMORY_MAP.md	67	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_MEMORY_MAP.md	75	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_MEMORY_MAP.md	121	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_MEMORY_MAP.md	149	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_MEMORY_MAP.md	167	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_MEMORY_MAP.md	377	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_MEMORY_MAP.md	380	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_MEMORY_MAP.md	434	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_NAVIGATION_BUTTON_AUDIT.md	27	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_NAVIGATION_BUTTON_AUDIT.md	54	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_NAVIGATION_BUTTON_AUDIT.md	62	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_NAVIGATION_BUTTON_AUDIT.md	73	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_NAVIGATION_BUTTON_AUDIT.md	74	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_NAVIGATION_BUTTON_AUDIT.md	75	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_NAVIGATION_BUTTON_AUDIT.md	80	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_NAVIGATION_BUTTON_AUDIT.md	81	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_OFFICIAL_PRODUCT_BLUEPRINT.md	39	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	24	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	100	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	147	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	148	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	149	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	164	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	168	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	179	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	271	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	278	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	321	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	322	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	323	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	324	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	325	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	326	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	327	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	328	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PAGE_FLOW_USER_JOURNEY_AUDIT.md	329	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PUBLIC_PAGES_CONSISTENCY_AUDIT.md	14	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PUBLIC_PAGES_CONSISTENCY_AUDIT.md	51	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_PUBLIC_PAGES_CONSISTENCY_AUDIT.md	74	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_REPOSITORY_HOUSEKEEPING_AUDIT.md	7	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_REPOSITORY_HOUSEKEEPING_AUDIT.md	41	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_REPOSITORY_HOUSEKEEPING_AUDIT.md	89	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_VISUAL_TRUST_LAYER.md	21	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_ZERO_VISIBLE_ERROR_EXPERIENCE.md	94	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_ZERO_VISIBLE_ERROR_EXPERIENCE.md	95	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_ZERO_VISIBLE_ERROR_EXPERIENCE.md	102	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_ZERO_VISIBLE_ERROR_EXPERIENCE.md	103	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/VVIP_TIGER_ZERO_VISIBLE_ERROR_EXPERIENCE.md	105	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/governance/VVIP_TIGER_SURGICAL_EXECUTION_RULE.md	39	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/governance/VVIP_TIGER_SURGICAL_EXECUTION_RULE.md	112	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/governance/VVIP_TIGER_SURGICAL_EXECUTION_RULE.md	173	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/governance/VVIP_TIGER_SURGICAL_EXECUTION_RULE.md	210	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/governance/VVIP_TIGER_SURGICAL_EXECUTION_RULE.md	213	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/governance/VVIP_TIGER_SURGICAL_EXECUTION_RULE.md	262	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_HARDENED_SECURITY_SCENARIOS_20260709.md	27	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_HARDENED_SECURITY_SCENARIOS_20260709.md	48	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_HARDENED_SECURITY_SCENARIOS_20260709.md	49	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_HARDENED_SECURITY_SCENARIOS_20260709.md	56	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_HARDENED_SECURITY_SCENARIOS_20260709.md	61	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_HARDENED_SECURITY_SCENARIOS_20260709.md	76	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_HARDENED_SECURITY_SCENARIOS_20260709.md	84	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_HARDENED_SECURITY_SCENARIOS_20260709.md	90	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_HARDENED_SECURITY_SCENARIOS_20260709.md	205	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_HARDENED_SECURITY_SCENARIOS_20260709.md	218	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_REVIEW_FINDINGS_20260709.md	17	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_REVIEW_FINDINGS_20260709.md	23	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/RPC_REVIEW_FINDINGS_20260709.md	48	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/SUPABASE_CLERK_SECURITY_AUDIT_LOCK_20260709.md	24	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/SUPABASE_CLERK_SECURITY_AUDIT_LOCK_20260709.md	48	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/production-apply/SUPABASE_MANUAL_BACKUP_PRODUCTION_APPLY_PLAN_DRAFT.md	38	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/production-apply/SUPABASE_MANUAL_BACKUP_PRODUCTION_APPLY_PLAN_DRAFT.md	136	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/production-apply/SUPABASE_MANUAL_BACKUP_PRODUCTION_APPLY_PLAN_DRAFT.md	158	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/production-apply/SUPABASE_MANUAL_BACKUP_PRODUCTION_APPLY_PLAN_DRAFT.md	161	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	12	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	76	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	90	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	92	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	94	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	95	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	96	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	97	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	98	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	154	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	156	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	161	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	193	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	194	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
