requirement_id,task_code,requirement_type,requirement_text,source_document,source_heading
REQ-00486,G05-02,عمل المبرمج خطوة بخطوة,4. فحص أن service role لا يصل للواجهة ولا يسجل في logs.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00487,G05-02,عمل المبرمج خطوة بخطوة,5. إنشاء migration أمامية وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00488,G05-02,عمل المبرمج خطوة بخطوة,6. اعتماد deny-by-default واختبارات مستخدم A/B لكل مورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00489,G05-02,عمل المبرمج خطوة بخطوة,7. تعريف retention، soft delete، legal hold وحقول audit.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00490,G05-02,عمل المبرمج خطوة بخطوة,8. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00491,G05-02,عمل المبرمج خطوة بخطوة,9. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00492,G05-02,عمل المبرمج خطوة بخطوة,10. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00493,G05-02,ما يجب أن يبنيه أو يعدله,وحدة المجال `data-security`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00494,G05-02,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00495,G05-02,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00496,G05-02,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00497,G05-02,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00498,G05-02,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00499,G05-02,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00500,G05-02,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00501,G05-02,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00502,G05-02,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00503,G05-02,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00504,G05-02,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00505,G05-02,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00506,G05-02,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00507,G05-02,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00508,G05-02,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00509,G05-02,قبول: معيار القبول الرئيسي,نجاح جميع اختبارات السماح والمنع.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00510,G05-02,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00511,G05-02,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00512,G05-02,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00513,G05-02,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00514,G05-02,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-02 — تطبيق RLS الشامل
REQ-00515,G05-03,عمل المبرمج خطوة بخطوة,1. إعداد buckets وسياسات signed URLs وretention وbackup/restore runbook.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00516,G05-03,عمل المبرمج خطوة بخطوة,2. إعداد policy matrix: SELECT/INSERT/UPDATE/DELETE لكل دور.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00517,G05-03,عمل المبرمج خطوة بخطوة,3. إنشاء fixtures لمستخدمين A وB واختبار المنع المباشر عبر SQL/API.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00518,G05-03,عمل المبرمج خطوة بخطوة,4. فحص أن service role لا يصل للواجهة ولا يسجل في logs.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00519,G05-03,عمل المبرمج خطوة بخطوة,5. تشفير النسخ وتحديد retention وفصل الصلاحيات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00520,G05-03,عمل المبرمج خطوة بخطوة,6. اختبار restore إلى بيئة معزولة والتحقق من checksums.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00521,G05-03,عمل المبرمج خطوة بخطوة,7. تسجيل RPO/RTO الفعلي ومقارنته بالهدف.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00522,G05-03,عمل المبرمج خطوة بخطوة,8. إنشاء migration أمامية وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00523,G05-03,عمل المبرمج خطوة بخطوة,9. اعتماد deny-by-default واختبارات مستخدم A/B لكل مورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00524,G05-03,عمل المبرمج خطوة بخطوة,10. تعريف retention، soft delete، legal hold وحقول audit.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00525,G05-03,ما يجب أن يبنيه أو يعدله,وحدة المجال `data-security`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00526,G05-03,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00527,G05-03,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00528,G05-03,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00529,G05-03,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00530,G05-03,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00531,G05-03,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00532,G05-03,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00533,G05-03,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00534,G05-03,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00535,G05-03,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00536,G05-03,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00537,G05-03,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00538,G05-03,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00539,G05-03,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00540,G05-03,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00541,G05-03,قبول: معيار القبول الرئيسي,استعادة نسخة Staging بنجاح.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00542,G05-03,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00543,G05-03,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00544,G05-03,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00545,G05-03,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00546,G05-03,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G05-03 — سياسات التخزين والنسخ الاحتياطي
REQ-00547,G06-01,عمل المبرمج خطوة بخطوة,1. إنشاء country/region/city datasets بمعرفات ISO وفهارس وترجمة أسماء.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00548,G06-01,عمل المبرمج خطوة بخطوة,2. استخدام معرفات قياسية غير مرتبطة بالنص المترجم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00549,G06-01,عمل المبرمج خطوة بخطوة,3. وضع جميع فروق الدول في configuration وليس شروطًا متناثرة بالكود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00550,G06-01,عمل المبرمج خطوة بخطوة,4. تعريف fallback للغة/العملة/المنطقة وماذا يحدث عند نقص البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00551,G06-01,عمل المبرمج خطوة بخطوة,5. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00552,G06-01,عمل المبرمج خطوة بخطوة,6. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00553,G06-01,عمل المبرمج خطوة بخطوة,7. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00554,G06-01,ما يجب أن يبنيه أو يعدله,وحدة المجال `globalization`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00555,G06-01,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00556,G06-01,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00557,G06-01,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00558,G06-01,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00559,G06-01,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00560,G06-01,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00561,G06-01,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00562,G06-01,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00563,G06-01,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00564,G06-01,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00565,G06-01,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00566,G06-01,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00567,G06-01,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00568,G06-01,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00569,G06-01,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00570,G06-01,قبول: معيار القبول الرئيسي,عدم قبول مواقع غير مرتبطة بدولة صالحة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00571,G06-01,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00572,G06-01,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00573,G06-01,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00574,G06-01,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00575,G06-01,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-01 — قاعدة بيانات الدول والمناطق
REQ-00576,G06-02,عمل المبرمج خطوة بخطوة,1. تخزين المبلغ بوحدة صغرى مع currency code، وتنسيق locale دون تحويلات عائمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00577,G06-02,عمل المبرمج خطوة بخطوة,2. استخدام معرفات قياسية غير مرتبطة بالنص المترجم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00578,G06-02,عمل المبرمج خطوة بخطوة,3. وضع جميع فروق الدول في configuration وليس شروطًا متناثرة بالكود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00579,G06-02,عمل المبرمج خطوة بخطوة,4. تعريف fallback للغة/العملة/المنطقة وماذا يحدث عند نقص البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00580,G06-02,عمل المبرمج خطوة بخطوة,5. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00581,G06-02,عمل المبرمج خطوة بخطوة,6. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00582,G06-02,عمل المبرمج خطوة بخطوة,7. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00583,G06-02,ما يجب أن يبنيه أو يعدله,وحدة المجال `globalization`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00584,G06-02,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00585,G06-02,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00586,G06-02,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00587,G06-02,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00588,G06-02,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00589,G06-02,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00590,G06-02,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00591,G06-02,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00592,G06-02,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00593,G06-02,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00594,G06-02,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00595,G06-02,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00596,G06-02,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00597,G06-02,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00598,G06-02,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00599,G06-02,قبول: معيار القبول الرئيسي,اختبارات عملات وتوقيت صيفي ووحدات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
