priority_batch	priority_rank	track	indicator	file	line	preliminary_risk	triage_focus	required_manual_check	candidate_future_action
B1	124	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1270	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	125	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1337	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	126	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1345	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	127	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1369	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	128	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	923	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	129	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	935	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	130	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	957	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	131	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	970	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	132	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	1075	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	133	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	1109	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	134	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	1172	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	135	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	1180	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	136	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	1195	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	137	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	663	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	138	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	708	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	139	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	708	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	140	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	713	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	141	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	714	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	142	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	714	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	143	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	715	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	144	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	717	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	145	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	717	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	146	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	753	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	147	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	758	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	148	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	760	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	149	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	766	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	150	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	776	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	151	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	777	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	152	Secrets Review	POSSIBLE_SECRET_WORDING	backups/clerk-private-profile.before-profile-resilience-shell.html	857	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	153	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1061	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	154	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1086	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	155	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1108	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	156	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1133	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	157	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1178	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	158	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1203	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	159	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1305	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	160	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1342	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	161	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1405	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	162	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1413	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	163	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1432	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	164	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1456	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	165	Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-self-healing-profile-gateway.html	1058	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	166	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	664	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	167	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	709	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	168	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	709	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	169	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	714	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	170	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	715	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	171	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	715	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	172	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	716	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	173	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	718	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	174	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	718	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	175	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	754	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	176	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	759	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	177	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	761	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	178	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	767	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	179	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	777	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	180	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	778	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	181	Secrets Review	POSSIBLE_SECRET_WORDING	clerk-private-profile.html	1015	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	182	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1219	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	183	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1244	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	184	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1266	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	185	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1291	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	186	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1336	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	187	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1361	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	188	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1463	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	189	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1500	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	190	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1620	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	191	Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1622	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	192	Logging Review	CONSOLE_LOGGING	clerk-test.html	244	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	193	Logging Review	CONSOLE_LOGGING	scripts/profile-loader.js	193	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	194	Logging Review	CONSOLE_LOGGING	scripts/profile-loader.js	215	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	195	Logging Review	CONSOLE_LOGGING	scripts/profile-loader.js	223	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	196	Logging Review	CONSOLE_LOGGING	scripts/require-auth.js	6	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	197	Logging Review	CONSOLE_LOGGING	scripts/require-auth.js	14	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	198	Logging Review	CONSOLE_LOGGING	scripts/require-auth.js	20	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	199	Logging Review	CONSOLE_LOGGING	scripts/require-auth.js	25	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	200	Logging Review	CONSOLE_LOGGING	scripts/require-auth.js	27	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	201	Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	33	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	202	Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	71	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	203	Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	79	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	204	Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	85	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	205	Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	87	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	206	Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	109	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	207	Logging Review	CONSOLE_LOGGING	scripts/supabase-auth-bridge.js	117	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	208	Logging Review	CONSOLE_LOGGING	scripts/supabase-auth-bridge.js	120	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	209	Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	153	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	210	Logging Review	CONSOLE_LOGGING	scripts/supabase-auth-bridge.js	163	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	211	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260707_vvip_tiger_clerk_profiles_table.sql	35	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	212	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260707_vvip_tiger_clerk_profiles_table.sql	43	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	213	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260707_vvip_tiger_clerk_profiles_table.sql	51	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	214	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260707_vvip_tiger_clerk_profiles_table.sql	52	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	215	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	3	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	216	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	6	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	217	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	11	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	218	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	13	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	219	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	35	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	220	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	43	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	221	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	51	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	222	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	54	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	223	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	64	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	224	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	65	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	225	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	67	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	226	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	68	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	227	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	69	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	228	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	70	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	229	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	73	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	230	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	1	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	231	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	3	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	232	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	17	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	233	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	23	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	234	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	29	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
B1	235	Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	30	High	Identity, session, login, or private profile boundary	Confirm no token, JWT, session object, private profile data, or auth state is exposed	Potential future hardening PR if confirmed risky
