file	line	pattern	text
public-profile.html	937	action-surface	          <a class="fb-topbar-tab fb-topbar-tab-link" href="clerk-private-profile.html" aria-label="البروفايل">
public-profile.html	942	action-surface	          <button id="ai-assistant-trigger" class="fb-topbar-icon-btn" type="button" aria-label="AI">✦</button>
public-profile.html	943	action-surface	          <button id="public-menu-btn" class="fb-topbar-icon-btn" type="button" aria-label="القائمة">☰</button>
public-profile.html	946	action-surface	      <button id="ai-search-trigger" class="search-ai-btn" type="button" data-i18n-ar="AI" data-i18n-en="AI" style="display:none;">AI</button>
public-profile.html	947	action-surface	      <div class="chip-tabs" role="tablist" aria-label="فلاتر المنشورات" data-i18n-aria-ar="فلاتر المنشورات" data-i18n-aria-en="Post filters">
public-profile.html	948	action-surface	        <button class="chip-tab active" type="button" role="tab" aria-selected="true" data-tab="all" data-i18n-ar="الكل" data-i18n-en="All">الكل</button>
public-profile.html	949	action-surface	        <button class="chip-tab" type="button" role="tab" aria-selected="false" data-tab="followed" data-i18n-ar="المتابعون" data-i18n-en="Following">المتابعون</button>
public-profile.html	950	action-surface	        <button class="chip-tab" type="button" role="tab" aria-selected="false" data-tab="video" data-i18n-ar="فيديو" data-i18n-en="Video">فيديو</button>
public-profile.html	951	action-surface	        <button class="chip-tab" type="button" role="tab" aria-selected="false" data-tab="images" data-i18n-ar="صور" data-i18n-en="Photos">صور</button>
public-profile.html	958	action-surface	    <section class="fb-composer" aria-label="إنشاء منشور">
public-profile.html	960	action-surface	        <a class="fb-composer-avatar" href="clerk-private-profile.html" aria-label="البروفايل">AJ</a>
public-profile.html	961	action-surface	        <button id="open-composer" class="fb-composer-input" type="button" data-i18n-ar="بم تفكر؟" data-i18n-en="What's on your mind?">بم تفكر؟</button>
public-profile.html	964	action-surface	        <button type="button" class="fb-composer-action">
public-profile.html	966	action-surface	        </button>
public-profile.html	967	action-surface	        <button type="button" class="fb-composer-action fb-composer-action-photo">
public-profile.html	969	action-surface	        </button>
public-profile.html	970	action-surface	        <button id="composer-ai-trigger" type="button" class="fb-composer-action">
public-profile.html	972	action-surface	        </button>
public-profile.html	973	action-surface	        <button class="composer-media-shortcut" type="button" aria-label="Open gallery" style="display:none;">🖼</button>
public-profile.html	977	action-surface	    <section class="stories-rail" aria-label="القصص" data-i18n-aria-ar="القصص" data-i18n-aria-en="Stories">
public-profile.html	980	action-surface	        <button id="stories-archive-toggle" type="button" data-i18n-ar="الأرشيف" data-i18n-en="Archive">الأرشيف</button>
public-profile.html	1005	action-surface	      <div class="composer-sheet" role="dialog" aria-modal="true" aria-label="إنشاء منشور جديد" data-i18n-aria-ar="إنشاء منشور جديد" data-i18n-aria-en="Create new post">
public-profile.html	1008	action-surface	          <button id="close-composer" type="button" aria-label="إغلاق" data-i18n-aria-ar="إغلاق" data-i18n-aria-en="Close">✕</button>
public-profile.html	1015	action-surface	          <section class="composer-assistant" aria-label="مساعد المنشور" data-i18n-aria-ar="مساعد المنشور" data-i18n-aria-en="Post assistant">
public-profile.html	1050	action-surface	          <div class="composer-submit-row">
public-profile.html	1051	action-surface	            <button id="composer-publish" type="submit" data-i18n-ar="نشر الآن" data-i18n-en="Publish now">نشر الآن</button>
public-profile.html	1085	action-surface	          <button class="post-menu" type="button" aria-label="خيارات">⋯</button>
public-profile.html	1094	action-surface	          <button class="fb-action-btn like-btn" type="button" data-liked="false">
public-profile.html	1097	action-surface	          </button>
public-profile.html	1098	action-surface	          <button class="fb-action-btn comment-btn" type="button">
public-profile.html	1101	action-surface	          </button>
public-profile.html	1102	action-surface	          <button class="fb-action-btn share-btn" type="button">
public-profile.html	1105	action-surface	          </button>
public-profile.html	1106	action-surface	          <button class="fb-action-btn save-btn" type="button" data-saved="false">
public-profile.html	1109	action-surface	          </button>
public-profile.html	1122	action-surface	          <button class="post-menu" type="button" aria-label="خيارات">⋯</button>
public-profile.html	1131	action-surface	          <button class="fb-action-btn like-btn" type="button" data-liked="false">
public-profile.html	1134	action-surface	          </button>
public-profile.html	1135	action-surface	          <button class="fb-action-btn comment-btn" type="button">
public-profile.html	1138	action-surface	          </button>
public-profile.html	1139	action-surface	          <button class="fb-action-btn share-btn" type="button">
public-profile.html	1142	action-surface	          </button>
public-profile.html	1143	action-surface	          <button class="fb-action-btn save-btn" type="button" data-saved="false">
public-profile.html	1146	action-surface	          </button>
public-profile.html	1152	action-surface	    <button id="feed-load-more" class="feed-load-more" type="button" data-i18n-ar="تحميل المزيد" data-i18n-en="Load more">تحميل المزيد</button>
public-profile.html	1154	action-surface	    <nav class="bottom-nav" aria-label="تنقل سفلي" data-i18n-aria-ar="تنقل سفلي" data-i18n-aria-en="Bottom navigation">
public-profile.html	1155	action-surface	      <a class="nav-item active" href="public-profile.html" aria-current="page">🏠<span data-i18n-ar="الرئيسية" data-i18n-en="Home">الرئيسية</span></a>
public-profile.html	1156	action-surface	      <button id="feed-search-trigger" class="nav-item" type="button">🔎<span data-i18n-ar="بحث" data-i18n-en="Search">بحث</span></button>
public-profile.html	1157	action-surface	      <button class="nav-item nav-main" type="button">＋<span data-i18n-ar="إنشاء" data-i18n-en="Create">إنشاء</span></button>
public-profile.html	1158	action-surface	      <button id="ai-nav-trigger" class="nav-item nav-item-ai" type="button">✦<span data-i18n-ar="ذكاء" data-i18n-en="AI">ذكاء</span></button>
public-profile.html	1159	action-surface	      <a class="nav-item" href="clerk-private-profile.html">👤<span data-i18n-ar="بروفايل" data-i18n-en="Profile">بروفايل</span></a>
public-profile.html	1164	action-surface	    <div class="sheet-panel" role="dialog" aria-modal="true" aria-label="التعليقات" data-i18n-aria-ar="التعليقات" data-i18n-aria-en="Comments">
public-profile.html	1167	action-surface	        <button id="close-comments" type="button" aria-label="إغلاق" data-i18n-aria-ar="إغلاق" data-i18n-aria-en="Close">✕</button>
public-profile.html	1179	action-surface	      <form class="sheet-input" onsubmit="return false;">
public-profile.html	1180	action-surface	        <input type="text" placeholder="اكتب تعليقك" aria-label="تعليق" data-i18n-placeholder-ar="اكتب تعليقك" data-i18n-placeholder-en="Write your comment" data-i18n-aria-ar="تعليق" data-i18n-aria-en="Comment" />
public-profile.html	1181	action-surface	        <button type="submit" data-vvip-action="send-public-profile-message" data-i18n-ar="إرسال" data-i18n-en="Send">إرسال</button>
public-profile.html	1187	action-surface	    <div class="inapp-browser-sheet" role="dialog" aria-modal="true" aria-label="متصفح داخلي" data-i18n-aria-ar="متصفح داخلي" data-i18n-aria-en="In-app browser">
public-profile.html	1191	action-surface	          <button id="inapp-browser-open-external" type="button" data-i18n-ar="فتح خارجي" data-i18n-en="Open externally">فتح خارجي</button>
public-profile.html	1192	action-surface	          <button id="inapp-browser-close" type="button" data-i18n-ar="إغلاق" data-i18n-en="Close">إغلاق</button>
public-profile.html	1200	action-surface	    <div class="story-viewer-sheet" role="dialog" aria-modal="true" aria-label="Story viewer">
public-profile.html	1203	action-surface	        <button id="story-viewer-close" type="button">✕</button>
public-profile.html	1208	action-surface	        <button id="story-viewer-prev" type="button">‹</button>
public-profile.html	1209	action-surface	        <button id="story-viewer-reply" type="button">Reply</button>
public-profile.html	1210	action-surface	        <button id="story-viewer-next" type="button">›</button>
public-profile.html	1217	action-surface	<!-- VVIP_BUTTON_FEEDBACK_FALLBACK_START -->
public-profile.html	1220	action-surface	  if (window.__vvipButtonFeedbackFallback) return;
public-profile.html	1221	action-surface	  window.__vvipButtonFeedbackFallback = true;
public-profile.html	1224	action-surface	    if (document.getElementById("vvip-toast-fallback-style")) return;
public-profile.html	1265	action-surface	    var root = document.getElementById("vvip-action-toast-root");
public-profile.html	1291	action-surface	    var items = document.querySelectorAll(
public-profile.html	1345	action-surface	  document.addEventListener("click", function (event) {
public-profile.html	1346	action-surface	    var target = event.target.closest('button, a, [role="button"], input[type="button"], input[type="submit"]');
public-profile.html	1350	action-surface	    var beforeUrl = location.href;
public-profile.html	1354	action-surface	      target.getAttribute("aria-label") ||
public-profile.html	1364	action-surface	      if (location.href !== beforeUrl) return;
public-profile.html	1371	action-surface	<!-- VVIP_BUTTON_FEEDBACK_FALLBACK_END -->
reset-password.html	7	action-surface	  <link rel="preconnect" href="https://fonts.googleapis.com" />
reset-password.html	8	action-surface	  <link rel="preconnect" href="https://fonts.gstatic.com" crossorigin />
reset-password.html	9	action-surface	  <link href="https://fonts.googleapis.com/css2?family=Cairo:wght@400;600;700;800&display=swap" rel="stylesheet" />
reset-password.html	10	action-surface	  <link rel="stylesheet" href="styles.css?v=20260703e" />
reset-password.html	25	action-surface	  <link rel="stylesheet" href="styles/vvip-visual-trust-layer.css">
reset-password.html	36	action-surface	        <button type="submit" class="btn-primary">إرسال رابط إعادة التعيين</button>
reset-password.html	40	action-surface	      <a class="back-link" href="index.html">العودة لصفحة الدخول</a>
reset-password.js	2	action-surface	  if (window.location.hostname === "127.0.0.1") {
reset-password.js	3	action-surface	    const nextUrl = new URL(window.location.href);
reset-password.js	5	action-surface	    window.location.replace(nextUrl.toString());
reset-password.js	40	action-surface	  const form = document.getElementById("reset-form");
reset-password.js	41	action-surface	  const emailInput = document.getElementById("reset-email");
reset-password.js	42	action-surface	  const message = document.getElementById("reset-message");
reset-password.js	52	action-surface	  form.addEventListener("submit", async function (event) {
reset-password.js	69	action-surface	        url: window.location.origin + "/index.html"
scripts/profile-loader.js	62	action-surface	    const node = document.getElementById(id);
scripts/profile-loader.js	71	action-surface	    const node = document.getElementById("about-account-type");
scripts/profile-loader.js	88	action-surface	    const node = document.querySelector(selector);
scripts/profile-loader.js	202	action-surface	        window.location.href = "index.html";
scripts/profile-loader.js	229	action-surface	    document.addEventListener("DOMContentLoaded", loadProfile);
scripts/require-auth.js	3	action-surface	document.addEventListener("DOMContentLoaded", async function () {
scripts/require-auth.js	7	action-surface	      window.location.href = "index.html";
scripts/require-auth.js	15	action-surface	      window.location.href = "index.html";
scripts/require-auth.js	21	action-surface	      window.location.href = "index.html";
scripts/require-auth.js	28	action-surface	    window.location.href = "index.html";
scripts/supabase-auth-bridge.js	11	action-surface	    const inputs = Array.from(document.querySelectorAll("input"));
scripts/supabase-auth-bridge.js	19	action-surface	        input.getAttribute("aria-label")
scripts/supabase-auth-bridge.js	33	action-surface	    return document.querySelector('input[type="password"]');
scripts/supabase-auth-bridge.js	36	action-surface	  function findLoginButton() {
scripts/supabase-auth-bridge.js	37	action-surface	    const buttons = Array.from(
scripts/supabase-auth-bridge.js	38	action-surface	      document.querySelectorAll('button, input[type="submit"], [role="button"]')
scripts/supabase-auth-bridge.js	41	action-surface	    return buttons.find((button) => {
scripts/supabase-auth-bridge.js	43	action-surface	        button.innerText ||
scripts/supabase-auth-bridge.js	44	action-surface	        button.value ||
scripts/supabase-auth-bridge.js	45	action-surface	        button.getAttribute("aria-label") ||
scripts/supabase-auth-bridge.js	72	action-surface	    const loginButton = findLoginButton();
scripts/supabase-auth-bridge.js	99	action-surface	    const oldButtonText = loginButton ? loginButton.innerText : "";
scripts/supabase-auth-bridge.js	101	action-surface	    if (loginButton) {
scripts/supabase-auth-bridge.js	102	action-surface	      loginButton.disabled = true;
scripts/supabase-auth-bridge.js	103	action-surface	      loginButton.innerText = "جاري تسجيل الدخول...";
scripts/supabase-auth-bridge.js	118	action-surface	      window.location.href = REDIRECT_AFTER_LOGIN;
scripts/supabase-auth-bridge.js	125	action-surface	      if (loginButton) {
scripts/supabase-auth-bridge.js	126	action-surface	        loginButton.disabled = false;
scripts/supabase-auth-bridge.js	127	action-surface	        loginButton.innerText = oldButtonText || "تسجيل الدخول";
scripts/supabase-auth-bridge.js	132	action-surface	  document.addEventListener(
scripts/supabase-auth-bridge.js	133	action-surface	    "click",
scripts/supabase-auth-bridge.js	135	action-surface	      const loginButton = findLoginButton();
scripts/supabase-auth-bridge.js	137	action-surface	      if (!loginButton) return;
scripts/supabase-auth-bridge.js	139	action-surface	      if (event.target === loginButton || loginButton.contains(event.target)) {
scripts/supabase-auth-bridge.js	146	action-surface	  document.addEventListener(
scripts/supabase-auth-bridge.js	147	action-surface	    "submit",
scripts/supabase-auth-bridge.js	151	action-surface	      if (!form || !form.querySelector) return;
scripts/supabase-auth-bridge.js	153	action-surface	      const hasPassword = form.querySelector('input[type="password"]');
scripts/vvip-safe-ux-guard.js	56	action-surface	    var scope = root && root.querySelectorAll ? root : document;
scripts/vvip-safe-ux-guard.js	57	action-surface	    var nodes = scope.querySelectorAll(ERROR_SELECTOR);
scripts/vvip-safe-ux-guard.js	62	action-surface	    window.addEventListener("error", function () {
scripts/vvip-safe-ux-guard.js	68	action-surface	    window.addEventListener("unhandledrejection", function () {
scripts/vvip-safe-ux-guard.js	116	action-surface	    document.addEventListener("DOMContentLoaded", boot);
social-ui.js	266	action-surface	        return '<a class="post-mention-link" href="' + escapeAttribute(segment) + '">' + escapeHtml(segment) + '</a>';
social-ui.js	320	action-surface	    let root = document.getElementById("app-toast-root");
social-ui.js	347	action-surface	    let sheet = document.getElementById("post-ai-sheet");
social-ui.js	355	action-surface	      '<div class="sheet-panel" role="dialog" aria-modal="true" aria-label="AI Post Info">',
social-ui.js	358	action-surface	      '    <button id="post-ai-sheet-close" type="button">✕</button>',
social-ui.js	379	action-surface	    const closeBtn = sheet.querySelector("#post-ai-sheet-close");
social-ui.js	381	action-surface	      closeBtn.addEventListener("click", function () {
social-ui.js	387	action-surface	    sheet.addEventListener("click", function (event) {
social-ui.js	400	action-surface	    const textNode = postCard.querySelector(".post-copy");
social-ui.js	409	action-surface	    const title = sheet.querySelector("#post-ai-sheet-title");
social-ui.js	410	action-surface	    const summaryLabel = sheet.querySelector("#post-ai-summary-label");
social-ui.js	411	action-surface	    const summary = sheet.querySelector("#post-ai-summary");
social-ui.js	412	action-surface	    const tagsLabel = sheet.querySelector("#post-ai-tags-label");
social-ui.js	413	action-surface	    const tags = sheet.querySelector("#post-ai-tags");
social-ui.js	414	action-surface	    const tipLabel = sheet.querySelector("#post-ai-tip-label");
social-ui.js	415	action-surface	    const tip = sheet.querySelector("#post-ai-tip");
social-ui.js	452	action-surface	    let menu = document.getElementById("post-options-menu");
social-ui.js	467	action-surface	    const menu = document.getElementById("post-options-menu");
social-ui.js	475	action-surface	    document.querySelectorAll(".post-menu[aria-expanded='true']").forEach(function (button) {
social-ui.js	476	action-surface	      button.setAttribute("aria-expanded", "false");
social-ui.js	482	action-surface	    const base = window.location.origin + window.location.pathname;
social-ui.js	508	action-surface	    let feedback = document.getElementById("post-options-feedback");
social-ui.js	528	action-surface	  function openPostOptionsMenu(menuButton, postCard) {
social-ui.js	529	action-surface	    if (!menuButton || !postCard) return;
social-ui.js	533	action-surface	    const rect = menuButton.getBoundingClientRect();
social-ui.js	539	action-surface	      '<button type="button" role="menuitem" data-post-option="ai">✨ <span>' + escapeHtml(text.ai) + '</span></button>',
social-ui.js	540	action-surface	      '<button type="button" role="menuitem" data-post-option="save">🔖 <span>' + escapeHtml(text.save) + '</span></button>',
social-ui.js	541	action-surface	      '<button type="button" role="menuitem" data-post-option="copy">🔗 <span>' + escapeHtml(text.copy) + '</span></button>',
social-ui.js	542	action-surface	      '<button type="button" role="menuitem" data-post-option="hide">🙈 <span>' + escapeHtml(text.hide) + '</span></button>',
social-ui.js	543	action-surface	      '<button type="button" role="menuitem" data-post-option="tiger-care" class="vip-option">🐅 <span>' + escapeHtml(text.tigerCare) + '</span></button>',
social-ui.js	544	action-surface	      '<button type="button" role="menuitem" data-post-option="escalate" class="danger-option">⚑ <span>' + escapeHtml(text.escalate) + '</span></button>'
social-ui.js	556	action-surface	    menuButton.setAttribute("aria-expanded", "true");
social-ui.js	558	action-surface	    const firstOption = menu.querySelector("button");
social-ui.js	575	action-surface	      const saveBtn = postCard.querySelector(".save-btn");
social-ui.js	629	action-surface	    document.addEventListener("click", function (event) {
social-ui.js	630	action-surface	      const menuButton = event.target && event.target.closest ? event.target.closest(".post-menu") : null;
social-ui.js	632	action-surface	      if (!menuButton) return;
social-ui.js	640	action-surface	      const postCard = menuButton.closest(".post-card");
social-ui.js	643	action-surface	      const currentMenu = document.getElementById("post-options-menu");
social-ui.js	652	action-surface	        openPostOptionsMenu(menuButton, postCard);
social-ui.js	656	action-surface	    document.addEventListener("click", function (event) {
social-ui.js	657	action-surface	      const optionButton = event.target && event.target.closest ? event.target.closest("[data-post-option]") : null;
social-ui.js	659	action-surface	      if (optionButton) {
social-ui.js	663	action-surface	        const menu = optionButton.closest("#post-options-menu");
social-ui.js	666	action-surface	          ? document.querySelector('.post-card[data-post-id="' + CSS.escape(postId) + '"]')
social-ui.js	669	action-surface	        const option = optionButton.getAttribute("data-post-option");
social-ui.js	675	action-surface	      const menuButton = event.target && event.target.closest ? event.target.closest(".post-menu") : null;
social-ui.js	677	action-surface	      if (menuButton) {
social-ui.js	686	action-surface	        const postCard = menuButton.closest(".post-card");
social-ui.js	689	action-surface	        const currentMenu = document.getElementById("post-options-menu");
social-ui.js	698	action-surface	          openPostOptionsMenu(menuButton, postCard);
social-ui.js	709	action-surface	    document.addEventListener("keydown", function (event) {
social-ui.js	715	action-surface	    window.addEventListener("resize", closePostOptionsMenu);
social-ui.js	716	action-surface	    window.addEventListener("scroll", closePostOptionsMenu, true);
social-ui.js	719	action-surface	  function initGeneralButtonActions() {
social-ui.js	720	action-surface	    const publicSearchBtn = document.getElementById("public-search-btn");
social-ui.js	721	action-surface	    const publicMenuBtn = document.getElementById("public-menu-btn");
social-ui.js	722	action-surface	    const feedSearch = document.getElementById("feed-search");
social-ui.js	723	action-surface	    const privateSearchBtn = document.getElementById("private-search-btn");
social-ui.js	724	action-surface	    const privateCreateBtn = document.getElementById("private-create-btn");
social-ui.js	725	action-surface	    const privateMessengerBtn = document.getElementById("private-messenger-btn");
social-ui.js	726	action-surface	    const profileEditBtn = document.getElementById("profile-edit-btn");
social-ui.js	727	action-surface	    const profileStoryBtn = document.getElementById("profile-story-btn");
social-ui.js	728	action-surface	    const profileMiniTabs = Array.from(document.querySelectorAll(".profile-mini-tab"));
social-ui.js	731	action-surface	      publicSearchBtn.addEventListener("click", function () {
social-ui.js	738	action-surface	      publicMenuBtn.addEventListener("click", function () {
social-ui.js	744	action-surface	      privateSearchBtn.addEventListener("click", function () {
social-ui.js	745	action-surface	        const target = document.querySelector(".profile-tab[data-profile-tab='posts']");
social-ui.js	746	action-surface	        if (target) target.click();
social-ui.js	752	action-surface	      privateCreateBtn.addEventListener("click", function () {
social-ui.js	753	action-surface	        const target = document.querySelector(".profile-tab[data-profile-tab='posts']");
social-ui.js	754	action-surface	        if (target) target.click();
social-ui.js	760	action-surface	      privateMessengerBtn.addEventListener("click", function () {
social-ui.js	761	action-surface	        showToast(currentLang === "en" ? "Messaging module will open from this button." : "وحدة الرسائل ستُفتح من هذا الزر.", "info");
social-ui.js	766	action-surface	      profileEditBtn.addEventListener("click", function () {
social-ui.js	767	action-surface	        const aboutTab = document.querySelector(".profile-tab[data-profile-tab='about']");
social-ui.js	768	action-surface	        if (aboutTab) aboutTab.click();
social-ui.js	773	action-surface	      profileStoryBtn.addEventListener("click", function () {
social-ui.js	779	action-surface	      tab.addEventListener("click", function () {
social-ui.js	788	action-surface	    const cards = Array.from(feedList.querySelectorAll(".post-card:not(.hidden)"));
social-ui.js	800	action-surface	    const cards = Array.from(feedList.querySelectorAll(".post-card"));
social-ui.js	1257	action-surface	    let shell = document.getElementById("inapp-browser");
social-ui.js	1265	action-surface	      '<div class="inapp-browser-sheet" role="dialog" aria-modal="true" aria-label="In-app browser">',
social-ui.js	1269	action-surface	      '      <button id="inapp-browser-open-external" type="button">Open externally</button>',
social-ui.js	1270	action-surface	      '      <button id="inapp-browser-close" type="button">Close</button>',
social-ui.js	1284	action-surface	    const frame = shell.querySelector("#inapp-browser-frame");
social-ui.js	1285	action-surface	    const closeButton = shell.querySelector("#inapp-browser-close");
social-ui.js	1286	action-surface	    const openExternalButton = shell.querySelector("#inapp-browser-open-external");
social-ui.js	1287	action-surface	    if (!frame || !closeButton || !openExternalButton) return false;
social-ui.js	1290	action-surface	      const heading = shell.querySelector(".inapp-browser-head strong");
social-ui.js	1298	action-surface	    closeButton.onclick = function () {
social-ui.js	1304	action-surface	    openExternalButton.onclick = function () {
social-ui.js	1308	action-surface	    shell.onclick = function (event) {
social-ui.js	1310	action-surface	        closeButton.click();
social-ui.js	1401	action-surface	      '    <button class="post-menu" type="button" aria-label="' + postOptionsLabel + '" aria-haspopup="menu" aria-expanded="false">⋯</button>',
social-ui.js	1406	action-surface	      '    <button class="action-btn like-btn" type="button" data-liked="false">❤ <span>' + (post.likes || 0) + '</span></button>',
social-ui.js	1407	action-surface	      '    <button class="action-btn comment-btn" type="button">💬 <span>' + (post.comments || 0) + '</span></button>',
social-ui.js	1408	action-surface	      '    <button class="action-btn share-btn" type="button">↪ <span>' + (post.shares || 0) + '</span></button>',
social-ui.js	1409	action-surface	      '    <button class="action-btn save-btn" type="button" data-saved="' + (isPostSaved(post.id) ? 'true' : 'false') + '">' + (isPostSaved(post.id) ? (currentLang === 'en' ? 'Saved' : 'محفوظ') : saveActionLabel) + '</button>',
social-ui.js	1450	action-surface	  function readMetricFromButton(button) {
social-ui.js	1451	action-surface	    const countNode = button.querySelector("span");
social-ui.js	1456	action-surface	  function writeMetricToButton(button, value) {
social-ui.js	1457	action-surface	    const countNode = button.querySelector("span");
social-ui.js	1468	action-surface	    let badge = postCard.querySelector(".post-sync-badge");
social-ui.js	1470	action-surface	      const headerMeta = postCard.querySelector(".post-header > div");
social-ui.js	1482	action-surface	  function setActionButtonSyncState(button, isSyncing) {
social-ui.js	1483	action-surface	    if (!button) return;
social-ui.js	1485	action-surface	    let indicator = button.querySelector(".action-sync-indicator");
social-ui.js	1492	action-surface	        button.appendChild(indicator);
social-ui.js	1494	action-surface	      button.classList.add("action-sync-pending");
social-ui.js	1495	action-surface	      button.setAttribute("aria-busy", "true");
social-ui.js	1502	action-surface	    button.classList.remove("action-sync-pending");
social-ui.js	1503	action-surface	    button.removeAttribute("aria-busy");
social-ui.js	1506	action-surface	  function setComposerPublishState(button, isSyncing) {
social-ui.js	1507	action-surface	    if (!button) return;
social-ui.js	1509	action-surface	    let indicator = button.querySelector(".composer-sync-indicator");
social-ui.js	1510	action-surface	    let label = button.querySelector(".composer-sync-label");
social-ui.js	1517	action-surface	        button.appendChild(indicator);
social-ui.js	1523	action-surface	        button.appendChild(label);
social-ui.js	1525	action-surface	      button.classList.add("is-syncing");
social-ui.js	1526	action-surface	      button.setAttribute("aria-busy", "true");
social-ui.js	1527	action-surface	      button.disabled = true;
social-ui.js	1537	action-surface	    button.classList.remove("is-syncing");
social-ui.js	1538	action-surface	    button.removeAttribute("aria-busy");
social-ui.js	1539	action-surface	    button.disabled = false;
social-ui.js	1546	action-surface	    if (window.location.pathname.indexOf("public-profile.html") !== -1) {
social-ui.js	1549	action-surface	    if (window.location.pathname.indexOf("private-profile.html") !== -1) {
social-ui.js	1553	action-surface	    const toggleButtons = Array.from(document.querySelectorAll("[data-lang-toggle]"));
social-ui.js	1554	action-surface	    if (!toggleButtons.length) return;
social-ui.js	1560	action-surface	    toggleButtons.forEach(function (button) {
social-ui.js	1561	action-surface	      button.textContent = nextLabel;
social-ui.js	1562	action-surface	      button.setAttribute("aria-label", hint);
social-ui.js	1563	action-surface	      button.setAttribute("title", hint);
social-ui.js	1564	action-surface	      button.addEventListener("click", function () {
social-ui.js	1566	action-surface	        window.location.reload();
social-ui.js	1572	action-surface	    const localizedTextNodes = Array.from(document.querySelectorAll("[data-i18n-ar][data-i18n-en]"));
social-ui.js	1577	action-surface	    const localizedPlaceholders = Array.from(document.querySelectorAll("[data-i18n-placeholder-ar][data-i18n-placeholder-en]"));
social-ui.js	1583	action-surface	    const localizedAria = Array.from(document.querySelectorAll("[data-i18n-aria-ar][data-i18n-aria-en]"));
social-ui.js	1586	action-surface	      node.setAttribute("aria-label", value || "");
social-ui.js	1636	action-surface	    container.addEventListener("click", function (event) {
social-ui.js	1638	action-surface	      const likeButton = target.closest(".like-btn");
social-ui.js	1639	action-surface	      const commentButton = target.closest(".comment-btn");
social-ui.js	1640	action-surface	      const shareButton = target.closest(".share-btn");
social-ui.js	1641	action-surface	      const saveButton = target.closest(".save-btn");
social-ui.js	1642	action-surface	      const menuButton = target.closest(".post-menu");
social-ui.js	1653	action-surface	      if (menuButton && postCard) {
social-ui.js	1659	action-surface	      if (likeButton) {
social-ui.js	1660	action-surface	        const liked = likeButton.getAttribute("data-liked") === "true";
social-ui.js	1661	action-surface	        likeButton.setAttribute("data-liked", liked ? "false" : "true");
social-ui.js	1662	action-surface	        likeButton.classList.toggle("like-active", !liked);
social-ui.js	1664	action-surface	        const currentLikes = readMetricFromButton(likeButton);
social-ui.js	1666	action-surface	        writeMetricToButton(likeButton, nextLikes);
social-ui.js	1674	action-surface	            actionButton: likeButton
social-ui.js	1681	action-surface	      if (commentButton) {
social-ui.js	1682	action-surface	        const currentComments = readMetricFromButton(commentButton);
social-ui.js	1684	action-surface	        writeMetricToButton(commentButton, nextComments);
social-ui.js	1692	action-surface	            actionButton: commentButton
social-ui.js	1705	action-surface	      if (shareButton) {
social-ui.js	1706	action-surface	        const currentShares = readMetricFromButton(shareButton);
social-ui.js	1708	action-surface	        writeMetricToButton(shareButton, nextShares);
social-ui.js	1716	action-surface	            actionButton: shareButton
social-ui.js	1721	action-surface	        const shareUrl = window.location.origin + window.location.pathname + "#post-" + encodeURIComponent(postId || "share");
social-ui.js	1722	action-surface	        const shareText = (postCard && postCard.querySelector(".post-copy") ? postCard.querySelector(".post-copy").textContent.trim() : "") || shareUrl;
social-ui.js	1734	action-surface	      if (saveButton) {
social-ui.js	1736	action-surface	        saveButton.setAttribute("data-saved", nextSaved ? "true" : "false");
social-ui.js	1737	action-surface	        saveButton.textContent = nextSaved ? (currentLang === "en" ? "Saved" : "محفوظ") : saveActionLabel;
social-ui.js	1746	action-surface	    const searchInput = document.getElementById("feed-search");
social-ui.js	1747	action-surface	    const desktopSearchInput = document.getElementById("desktop-feed-search");
social-ui.js	1748	action-surface	    const tabButtons = Array.from(document.querySelectorAll(".chip-tab"));
social-ui.js	1749	action-surface	    const feedList = document.getElementById("feed-list");
social-ui.js	1750	action-surface	    const desktopPostStream = document.getElementById("desktop-post-stream");
social-ui.js	1751	action-surface	    const desktopMembersSection = document.getElementById("desktop-members-section");
social-ui.js	1752	action-surface	    const desktopShortcutsSection = document.getElementById("desktop-shortcuts-section");
social-ui.js	1753	action-surface	    const desktopSuggestionsSection = document.getElementById("desktop-suggestions-section");
social-ui.js	1754	action-surface	    const desktopStoriesSection = document.getElementById("desktop-stories-section");
social-ui.js	1755	action-surface	    const desktopStoryCards = Array.from(document.querySelectorAll(".desktop-story-card"));
social-ui.js	1756	action-surface	    const desktopStoriesArchive = document.getElementById("desktop-stories-archive");
social-ui.js	1757	action-surface	    const desktopNavVideo = document.getElementById("desktop-nav-video");
social-ui.js	1758	action-surface	    const desktopNavMembers = document.getElementById("desktop-nav-members");
social-ui.js	1759	action-surface	    const desktopNavShortcuts = document.getElementById("desktop-nav-shortcuts");
social-ui.js	1760	action-surface	    const desktopNavAi = document.getElementById("desktop-nav-ai");
social-ui.js	1761	action-surface	    const desktopNotificationsBtn = document.getElementById("desktop-notifications-btn");
social-ui.js	1762	action-surface	    const desktopMessagesBtn = document.getElementById("desktop-messages-btn");
social-ui.js	1763	action-surface	    const desktopMembersViewAll = document.getElementById("desktop-members-view-all");
social-ui.js	1764	action-surface	    const desktopShortcutsManage = document.getElementById("desktop-shortcuts-manage");
social-ui.js	1765	action-surface	    const desktopShortcutButtons = Array.from(document.querySelectorAll(".desktop-shortcut-btn"));
social-ui.js	1766	action-surface	    const desktopSuggestionsSearch = document.getElementById("desktop-suggestions-search");
